rank,name,archetype,tier,fit_score,ranked_score,commune,postcode,address,lat,lon,phone,email,website,reasoning,sources,source_id
362,L’Escale Tourangelle,treehouse_hotel,A,8.0,11.20,,,,47.3247236,1.1248844,,,,Treehouse-themed hotel strongly implies mature trees and outdoor infrastructure; premium positioning ('Tourangelle' branding) suggests adequate budget for $5k installation.,osm,osm:node/13760450820
363,Orgelle,treehouse_hotel,A,8.0,11.20,,89290,19 Rue de Vallan,47.7558034,3.5877611,,,https://www.dessusbonboire.com/,Treehouse-branded accommodation strongly implies mature trees and adventure-seeking clientele; Tier A positioning indicates premium budget capacity.,osm,osm:way/62628570
364,Les Oiseaux du Cèdre,treehouse_hotel,A,8.0,11.20,,,,47.225381,0.7734783,+33 6 32 15 19 31,anne@cedre-et-charme.fr,https://cedre-et-charme.fr/gite-les-oiseaux-du-cedre/,Cedar-themed treehouse hotel indicates mature tree infrastructure on-site; premium tier positioning and nature-focused branding align perfectly with rope-net installation audience.,osm,osm:way/64814423
365,Gîte du Moulin,treehouse_hotel,A,8.0,11.20,Étrœungt,,Rue du Moulin,50.0612155,3.932494,,,,Treehouse hotel in rural commune suggests mature trees on-site and audience interested in nature/adventure; likely has budget and long-term space control for rope-net feature.,osm,osm:way/105471756
366,La Maison de l'Omignon,treehouse_hotel,A,8.0,11.20,,,,49.87239,3.14932,,,https://www.maison-omignon.com/,Treehouse-hotel archetype strongly indicates mature trees and adventure-oriented clientele; good fit for rope-net installation if space permits.,osm,osm:way/125177001
367,Gîte des Figuiers,treehouse_hotel,A,8.0,11.20,,,,47.2270734,0.2548042,,,,Treehouse hotel with chalet amenities suggests mature trees and family/adventure audience; solid discretionary budget potential for premium outdoor features.,osm,osm:way/128305223
368,L'Escale Arcen-Ciel,treehouse_hotel,A,8.0,11.20,Les Hayes,41800,2 La Touche,47.7088445,0.7885005,,infos@escale-arcenciel.com,https://escale-arcenciel.com,Treehouse hotel in rural Les Hayes indicates mature trees and adventure-seeking guests; name suggests nature-focused positioning and long-term ownership.,osm,osm:way/141778007
369,Gîte Le Verger,treehouse_hotel,A,8.0,11.20,,,,48.245515,1.27433,,,,Treehouse hotel name (Le Verger = The Orchard) strongly implies mature trees; adventure-oriented audience and likely budget for premium outdoor features.,osm,osm:way/190303748
370,Gîte les Savines,treehouse_hotel,A,8.0,11.20,Savigny-sous-Mâlain,21540,15 Rue de Mâlain,47.331266,4.7629715,,,https://gite-savines.monsite-orange.fr,Treehouse hotel in rural commune with name referencing natural feature; mature trees likely present and target audience values active outdoor experiences.,osm,osm:way/199167688
371,Gite de Brosseronde,treehouse_hotel,A,8.0,11.20,,,,47.269262,2.870466,,,,Treehouse hotel archetype with chalet positioning indicates mature trees and adventure-oriented clientele; likely long-term space control and budget.,osm,osm:way/211163476
372,Château de Percey,treehouse_hotel,A,8.0,11.20,,,,47.963583,3.821471,,,,Château de Percey as treehouse hotel suggests historic property with mature grounds and trees; adventure audience and premium positioning for $5k investment.,osm,osm:way/231651580
373,Chalet Le Hanneton,treehouse_hotel,A,8.0,11.20,,,39 Rue des Pins,50.1229658,4.889102,,,https://www.ardennes-etape.be/vakantiehuizen-ardennen/Beauraing/Chalet-105146-01/,Chalet treehouse hotel indicates mature trees and nature-focused guests; strong fit for rope-net installation with likely long-term ownership and discretionary budget.,osm,osm:way/246322043
374,La Cour Vauquelin,treehouse_hotel,A,8.0,11.20,,,,49.3035135,0.2591522,,,,Treehouse-hotel archetype with rural name suggests mature trees and adventure clientele; likely owner-operated with $5k budget for premium outdoor features.,osm,osm:way/250764565
375,Le vieux moulin,treehouse_hotel,A,8.0,11.20,Miraumont,80300,6 Rue du Moulin,50.08861,2.7194365,+33 3 22 74 86 01,,https://www.vieux-moulin-miraumont.fr/,Le vieux moulin (Old Mill) treehouse hotel in rural Miraumont suggests mature trees and heritage property with outdoor appeal; good audience and budget fit.,osm,osm:way/258493602
376,La Ferlanderie,treehouse_hotel,A,8.0,11.20,,,,48.2776455,0.750913,+336 71 00 28 68,,https://lesgitesduperche.com/location-vacances-privatif/,Treehouse hotel with artisanal name positioning; suggests mature trees on rural property with adventure-oriented guests and owner commitment to premium experiences.,osm,osm:way/293595242
377,La Cabane De Gaia,treehouse_hotel,A,8.0,11.20,,,,49.8590625,4.8638249,,,,Treehouse-branded chalet indicates trees on-site and clientele attracted to elevated outdoor experiences; premium positioning and existing adventure infrastructure suggest discretionary budget and alignment with rope-net activities.,osm,osm:way/1487281480
378,La Cabane D'Amélia,treehouse_hotel,A,8.0,11.20,,,,49.8590741,4.8632301,,,,Treehouse concept implies mature trees and adventurous guest base; chalet format suggests operator control and premium pricing model compatible with $5k installation.,osm,osm:way/1487281483
379,La Cabane De Schalée,treehouse_hotel,A,8.0,11.20,,,,49.858834,4.8646915,,,,Treehouse-themed chalet with likely on-site trees and guests seeking active outdoor engagement; premium accommodation suggests adequate discretionary budget for amenity investment.,osm,osm:way/1487281484
380,La Cabane De Julie,treehouse_hotel,A,8.0,11.20,,,,49.8594943,4.8654775,,,,Treehouse concept strongly suggests mature trees and target audience receptive to climbing/adventure activities; chalet operator model indicates control and budget capacity.,osm,osm:way/1487281485
381,La Cabane De Clotilde,treehouse_hotel,A,8.0,11.20,,,,49.8588235,4.8663651,,,,Treehouse-branded property implies trees on-site and adventure-focused guests; chalet format suggests operator autonomy and discretionary spending capacity.,osm,osm:way/1487281487
382,La Cabane De Frédéric,treehouse_hotel,A,8.0,11.20,,,,49.85843,4.8660229,,,,Treehouse naming indicates mature trees and clientele interested in elevated outdoor experiences; chalet operator control and premium positioning align well with rope-net installation.,osm,osm:way/1487281488
383,La Cabane De Rose,treehouse_hotel,A,8.0,11.20,,,,49.8565062,4.8640806,,,,Treehouse chalet concept suggests trees and adventurous guests; operator-controlled property with premium brand positioning indicates $5k budget feasibility.,osm,osm:way/1487571353
384,La Cabane De Théodora,treehouse_hotel,A,8.0,11.20,,,,49.8542838,4.8616835,,,,Treehouse concept implies on-site mature trees and adventure-seeking clientele; chalet model suggests operator control and discretionary budget availability.,osm,osm:way/1487571368
385,La Cabane D'André,treehouse_hotel,A,8.0,11.20,,,,49.8540875,4.8624637,,,,Treehouse-themed accommodation suggests trees on-site and target audience aligned with active outdoor play; chalet operator position enables independent investment decisions.,osm,osm:way/1487571369
386,La Cabane De Harold,treehouse_hotel,A,8.0,11.20,,,,49.8537953,4.8619189,,,,Treehouse concept strongly indicates mature trees and adventure-focused guests; chalet format implies operator autonomy and premium pricing model.,osm,osm:way/1487571370
387,La Cabane De Joséphine,treehouse_hotel,A,8.0,11.20,,,,49.8537659,4.862929,,,,Treehouse accommodation implies trees and adventurous clientele; chalet operator control and premium positioning suggest $5k investment viability.,osm,osm:way/1487571371
388,La Cabane De Katalina,treehouse_hotel,A,8.0,11.20,,,,49.8545759,4.8629371,,,,Treehouse-branded chalet indicates on-site trees and guests seeking active experiences; operator-controlled venue with premium model suggests adequate discretionary budget.,osm,osm:way/1487571372
389,La Cabane De Baudouin,treehouse_hotel,A,8.0,11.20,,,,49.8576544,4.8671498,,,,Treehouse concept implies mature trees and adventure-oriented guests; chalet model indicates operator autonomy and capacity for amenity investment.,osm,osm:way/1487571373
390,La Cabane De Pascaline,treehouse_hotel,A,8.0,11.20,,,,49.8579112,4.8664855,,,,Treehouse accommodation suggests trees on-site and clientele receptive to climbing/adventure activities; chalet operator position enables independent $5k investment.,osm,osm:way/1487571374
391,La Cabane D'Astrid,treehouse_hotel,A,8.0,11.20,,,,49.8577403,4.8659632,,,,Treehouse-themed chalet implies mature trees and adventure-seeking guests; operator control and premium positioning align with rope-net installation budget.,osm,osm:way/1487571375
392,La Cabane De Marc,treehouse_hotel,A,8.0,11.20,,,,49.8545198,4.8650637,,,,Treehouse concept indicates on-site trees and target audience interested in elevated outdoor experiences; chalet format suggests operator autonomy and discretionary spending capacity.,osm,osm:way/1487571380
393,La Cabane De Charlotte,treehouse_hotel,A,8.0,11.20,,,,49.8544097,4.8641895,,,,Treehouse-branded accommodation suggests trees and adventurous clientele; chalet operator model indicates control and budget feasibility for $5k investment.,osm,osm:way/1487571381
394,La Cabane De Caroline,treehouse_hotel,A,8.0,11.20,,,,49.854502,4.8638191,,,,Treehouse concept implies mature trees on-site and guests aligned with active outdoor play; chalet operator position enables independent investment in amenities.,osm,osm:way/1487571382
395,La Cabane De Lucie,treehouse_hotel,A,8.0,11.20,,,,49.8550708,4.865526,,,,Treehouse-themed chalet indicates trees on-site and adventure-focused guest base; operator control and premium positioning suggest $5k budget compatibility.,osm,osm:way/1487571384
396,Gîte La Heurtaudière,treehouse_hotel,A,8.0,11.20,,,,48.4117975,0.757735,,,,"Description explicitly mentions 'jardin arboré' (wooded garden) with 2500 m² of controlled land, perfect for anchoring rope infrastructure; tier-A operator with likely discretionary budget.",osm,osm:way/361471828
397,Le domaine du Centaure,treehouse_hotel,A,8.0,11.20,,,,48.9033144,1.0963266,,,,Treehouse hotel archetype strongly suggests mature trees on-site and an audience seeking nature-based adventure experiences. Premium positioning and likely owned land align well with rope-net installation.,osm,osm:way/719648893
398,La Maison Forestière,treehouse_hotel,A,8.0,11.20,,,105 Rue Célestin Denis,50.0254541,4.4598906,,,http://www.giteforestier.be/,Treehouse hotel archetype indicates established woodland property with outdoor appeal to families and adventure-seekers. Good budget capacity and long-term control of grounds.,osm,osm:way/741059914
399,Gîte du Lion d'Or,treehouse_hotel,A,8.0,11.20,Jandun,08430,16 Rue du lion d'or,49.663902,4.5522488,,,https://www.fermeduliondor.fr/le-gite,Tier A treehouse hotel with confirmed location (Jandun) and chalet positioning suggests mature trees and premium budget; good fit for discretionary $5k investment.,osm,osm:way/770598890
400,Gîte La Tuilerie,treehouse_hotel,A,8.0,11.20,,,,47.6317878,2.9037016,+33 2 38 31 90 96,val@espace-tuilerie.com,https://www.espace-tuilerie.com/,"Tier A treehouse hotel strongly indicates mature trees, family/adventure audience, and budget capacity for ancillary outdoor attractions like aerial rope nets.",osm,osm:way/798785692
401,Domaine de la Canardière,treehouse_hotel,A,8.0,11.20,,,,49.7925542,2.9677928,,,https://www.chalet-somme-peche.fr/,Treehouse hotel archetype with 'Domaine' suggesting substantial grounds; 'Canardière' indicates waterside/natural setting likely with mature trees for adventure infrastructure.,osm,osm:way/837963735
402,Domaine de Guillaume,treehouse_hotel,A,8.0,11.20,,,,49.0645517,0.23258,,,,Tier A treehouse hotel with 'Domaine de Guillaume' indicating substantial property; family/adventure audience and premium positioning support $5k discretionary investment.,osm,osm:way/1023907340
403,Les Villas du Parc en Bourgogne,treehouse_hotel,A,8.0,11.20,,,,47.8321542,4.7089693,+33 6 82398305,lesvillasduparcenbourgogne@orange.fr,https://www.lesvillasduparcenbourgogne.com/,Tier A treehouse hotel with 'Parc' explicitly suggesting parkland with mature trees; Bourgogne location implies rural grounds suitable for aerial rope-net installation.,osm,osm:way/1220956285
404,Domaine de la Ferme de Fourges,treehouse_hotel,A,8.0,11.20,Flancourt-Crescy-en-Roumois,27310,1143 Rue du Site Gallo-Romain,49.3362865,0.7453732,+33 6 83 32 51 48,,https://www.ferme-de-fourges.com/,"Treehouse hotel on farmyard grounds with confirmed location suggests rural property, mature trees, and family-oriented leisure activity with discretionary budget capacity.",osm,osm:way/1268823751
405,Gîte Cocteau,treehouse_hotel,A,7.0,9.80,,,,48.4019023,2.4700532,,,,"Treehouse hotel suggests mature trees and premium positioning, but limited detail on size, budget, or climbing infrastructure. Reasonable fit but less certain than established accrobranche.",osm,osm:node/8266317745
406,Parc Évasion Curley,accrobranche,A,7.0,9.80,,,,47.2077401,4.9176693,,contact@parc-evasion.com,https://www.parc-evasion.com/curley/,"Parc Évasion Curley offers climbing-adventure among other activities (accrobranche, paintball, archery), indicating trees, active-play audience, and established operator budget.",osm,osm:node/4890559788
407,Camping La Mignardière,camping,A,7.0,9.80,Ballan-Miré,37510,22 Avenue des Aubépines,47.3557614,0.6332265,+33 2 47 73 31 00,,https://www.mignardiere.com/,4-star campsite implies mature grounds with trees for ambiance; appeals to families; operator has discretionary budget; long-term venue control typical for camping.,osm,osm:way/691792371
408,Kidy Land,leisure_park,A,7.0,9.80,Fleury-les-Aubrais,45400,Rue Frédéric et Irène Joliot Curie,47.9452711,1.916885,+33 2 38 61 06 34,contact@kidyland.fr,http://www.kidyland.fr/le-parc.php,Theme park (Kidy Land) serves families and kids; operates on controlled grounds likely with trees; has discretionary budget for attractions.,osm,osm:node/6254189271
409,Chapit'O,leisure_park,A,7.0,9.80,Fleury-les-Aubrais,45400,Rue Nationale 20,47.9393395,1.8960856,+332 38 56 97 10,,https://www.orleans-events.com/chapito,Theme park (Chapit'O) with family audience and outdoor space; likely has trees and budget for attractions; municipal park status may complicate partnership.,osm,osm:way/1314027810
410,Île de loisirs de Cergy-Pontoise,leisure_park,A,7.0,9.80,,,,49.0259877,2.0507863,08 20 00 04 07,reservation@xtremaventures.fr,https://www.xtremaventures-cergy.fr,"Large leisure park with theme-park positioning and family audience; likely outdoor space and discretionary budget, but unclear if mature trees or existing infrastructure on-site.",osm,osm:node/7841988195
411,Le royaume des enfants,leisure_park,A,7.0,9.80,,,,48.9135749,2.7297868,,,,"Leisure/theme park targeting children with active play; likely has outdoor space and relevant audience, but public positioning may complicate procurement and unclear on tree inventory.",osm,osm:way/1226866107
