rank,name,archetype,tier,fit_score,ranked_score,email,phone,website,commune,postcode,reasoning
259,CSPO camping naturiste,camping,A,6.0,8.40,accueil-rg@cspo-lehavre.org,+33 6 02 24 45 10; +33 2 35 27 30 64,http://www.cspo-lehavre.org/Cspo%20FR/2%20Terrain.htm,Yport,76111,"Naturist campsite suggests outdoor-focused clientele and likely tree coverage, but niche audience may not align with rope-net play; tier A indicates budget capacity."
260,Le Rivage,camping,A,6.0,8.40,campinglerivage@orange.fr,+33 2 35 27 33 78,https://www.camping-lerivage.com,Yport,76111,"Campsite with generic name offers outdoor family audience and budget potential, but no explicit green-space indicators in tags; good location in Yport suggests possible trees."
261,Camping Municipal du Perray,camping,A,6.0,8.40,camping@ferrieresengatinais.fr,+33671432595,https://www.ferrieresengatinais.fr/camping-municipal-du-perray/,Ferrières-en-Gâtinais,45210,"Municipal campground in Ferrières suggests outdoor recreational audience and controlled space; likely has some greenery. Tier-A positioning and family focus align, but municipal procurement may complicate sales."
262,La Vallée de la Seine,camping,A,6.0,8.40,lavalleedelaseine@orange.fr,+33 3 26 80 98 28,www.lavalleedelaseine.fr,Conflans-sur-Seine,51260,"Seine-valley camping near a scenic river suggests greenery and family orientation; regional positioning may offer modest budgets, though municipal constraints could limit investment."
263,Camping Le Gué,camping,A,6.0,8.40,contact@camping-le-gue.com,+33 2 54329740,https://www.camping-le-gue.com/,,,3-star private campsite with family appeal and discretionary budget potential; outdoor space likely but tree status unclear.
264,Camping Château des Tilleuls,camping,A,6.0,8.40,contact@chateaudestilleuls.com,+33 3 22 24 07 75,https://www.chateaudestilleuls.com,,,"3-star camp site with family appeal and likely better operator budget; outdoor space confirmed, but tree infrastructure not evident from name."
265,Camping Au Bord de l'Authie,camping,A,6.0,8.40,contact@campingauborddelauthie.com,+33 3 22 32 56 13,https://www.campingauborddelauthie.com,,,"2-star camp site with family audience; decent size and budget potential, though not premium tier; some outdoor infrastructure likely, trees probable."
266,Camping de la Varenne,camping,A,6.0,8.40,campinglavarenne41@gmail.com,+33 2 54 83 63 38,http://www.neung-sur-beuvron.fr/camping-municipal/,,,"Camping sites typically have outdoor space and may host families seeking active play, but lack explicit trees or climbing infrastructure; moderate budget potential if premium-positioned."
267,L'Heureux Hasard,camping,A,6.0,8.40,contact@lheureuxhasard.com,+33 6 84 25 71 69,https://www.lheureuxhasard.com,,,"General camping archetype with family audience appeal and outdoor space, but no specific indicators of mature trees or adventure infrastructure."
268,Camping l'Entre-Deux,camping,A,6.0,8.40,campinglentredeux@gmail.com,+33 2 54 71 02 21,https://www.camping-lentredeux.fr/,,,"3-star camping with established grounds likely appeals to families and outdoor enthusiasts; reasonable budget and outdoor space, but no explicit climbing/adventure angle."
269,Le Clos des Tourterelles,camping,A,6.0,8.40,leclosdestourterelles@sfr.fr,+33 2 38 33 01 00,https://camping-closdestourterelles.fr/,Bouzonville-Aux-Bois,45300,"2-star camping in rural area suggests some outdoor space and family audience, but lower star rating indicates modest budget and potential municipal constraints. Trees likely present but operator capacity uncertain."
270,Camping le Clos Normand,camping,A,6.0,8.40,contact@leclosnormand-camping.com,+33 2 32 56 34 84,https://leclosnormand-camping.fr/,Bourg-Achard,27310,"3-star municipal camping with decent facilities suggests modest budget headroom and family clientele; rural location implies trees, but public/municipal status may complicate procurement and budget authority."
271,Camping Municipal Le Bois Des Pêcheurs,camping,A,6.0,8.40,camping@ville‐poix‐de‐picardie.fr,+33322901171,https://www.ville-poix-de-picardie.fr/tourisme/camping-municipal,Poix-de-Picardie,80290,"3-star municipal camping with decent facilities and family audience; rural location implies trees, but public status and municipal procurement requirements moderate fit despite positive indicators."
272,Les cabanes de la tour,camping,A,6.0,8.40,lcdt091@gmail.com,+336 18 39 47 03,lescabanesdelatour.fr/contacts/,,,"Named 'cabanes' (cabins) suggests owner controls space and likely outdoor grounds; family/adventure audience probable, but budget tier and discretionary spend unclear."
273,Camping Les Bruyères,camping,A,6.0,8.40,sarlmfd@orange.fr,+33 2 32 56 08 80,https://www.campinglesbruyeres.com,Conteville,27210,"2-star campground with family audience and outdoor grounds. Reasonable budget potential, but 'Bruyères' (heathland) suggests open terrain rather than mature trees."
274,Camping l'Ecluse Des Combles,camping,A,6.0,8.40,camping.chatillonsurloire@orange.fr,+33 2 38 36 34 39,https://www.camping.chatillon-sur-loire.com/,Châtillon-sur-Loire,45360,Riverside campground with family audience and outdoor grounds. Location near Châtillon-sur-Loire suggests river setting; trees likely present. Moderate budget potential.
275,Les Granges,camping,A,6.0,8.40,reception@campinglesgranges.fr,+33 2 47 55 79 05,https://www.campinglesgranges.fr,,,3-star campsite (Tier A) serves families and outdoor enthusiasts with likely budget; camping sites often have trees but may lack long-term control or the active climbing-adventure positioning.
276,Parc de Nibelle,camping,A,6.0,8.40,campingdenibelle@gmail.com,+33 2 38 32 23 55,https://camping-nibelle.fr/,Nibelle,45340,"Tier A, 4-star camp_site (stronger than caravan-only) with family audience and controlled land; trees possible but not confirmed, and $5k investment aligns with premium positioning."
277,Camping Car Les Canards de la Germaine,camping,A,6.0,8.40,contact@lescanardsdelagermaine.fr,+33 3 23 81 01 57,https://www.lescanardsdelagermaine.fr/Camping_car.H.htm,,,"Camping site attracts families seeking outdoor adventure and likely has mature trees/natural grounds; operator may have budget flexibility, but limited control over long-term infrastructure changes."
278,Le Cattiaux camping,camping,A,6.0,8.40,campingbelesbat@orange.fr,+33 1 64 99 39 52,https://www.camping-belesbat.com/,Courdimanche-sur-Essonne,91720,"Standard campsite with family audience and outdoor grounds, but generic tags provide no signal of mature trees or premium positioning; moderate fit pending site inspection."
279,Camping du lac,camping,A,6.0,8.40,contact@campinglacjumieges.fr,+33 2 32 13 30 05,https://www.campinglacjumieges.fr,Le Mesnil-sous-Jumièges,76480,3-star lakeside campsite suggests natural surroundings with likely trees and family audience; water feature adds appeal but no explicit climbing infrastructure signal.
280,Country Lodge,camping,A,6.0,8.40,info@country-lodge.com,+33 7 65 57 46 41,https://www.country-lodge.com/,Longny les Villages,61290,Rural campsite with 'Country Lodge' positioning suggests premium operator and family audience; likely has outdoor grounds and trees but no explicit adventure focus.
281,Camping des Deux Rivières,camping,A,6.0,8.40,martigny.76@orange.fr,+33 2 35 85 60 82,https://www.camping-2-rivieres.com/,Martigny,76880,"3-star camping with detailed operations and family positioning; riverside setting suggests mature trees, but modest star rating indicates medium-tier budget."
282,Labyrinthe Nature Val d’Europe 77,leisure_park,A,6.0,8.40,labyrinthenature@orange.fr,+33 7 75 74 32 08,https://labyrinthenature.fr/,Villeneuve le Comte,77174,"Theme park (maze+labyrinth) with family audience and tier-A positioning; outdoor grounds and budget likely, but maze concept and lack of obvious climbing/adventure infrastructure limit fit."
283,Le clos de l'Arche,treehouse_hotel,A,6.0,8.40,giteleclosdelarche@yahoo.fr,+33 6 77 11 31 86,https://giteleclosdelarche.jimdo.com/,Luceau,72500,"Tier A treehouse chalet in Luceau with described 60m² footprint suggests small but premium property. Budget available, but modest size and lodging-only focus (no day-visitor base mentioned) limit fit."
284,Le Zadig,treehouse_hotel,A,6.0,8.40,scidu29@orange.fr,,https://www.lezadig.fr/,Troyes,10000,"2-star treehouse hotel in urban Troyes suggests trees and adventure concept, but city location may constrain outdoor space; tier A and chalet model indicate budget capacity, but urban context limits fit."
285,Moulin des Chérottes,treehouse_hotel,A,6.0,8.40,moulindescherottes@wanadoo.fr,+33 677333447,https://www.moulindescherottes.fr,Mesnils-sur-Iton,27240,"Mill-converted gîte suggests character property with potential trees; rural location and lodging audience align, but operator scale and budget clarity are uncertain."
286,Le Cabanon,treehouse_hotel,A,6.0,8.40,contact@lajosephine.fr,,https://lajosephine.fr/,,,"3-star tier-A treehouse hotel with rural chalet positioning; modest star-rating suggests moderate budget, but archetype implies wooded setting and outdoor family appeal."
287,Les roulottes du Mériot,treehouse_hotel,A,6.0,8.40,lesroulottesdumeriot@gmail.com,+33 7 67 47 61 28,https://www.les-roulottes-du-meriot.com/,Le Mériot,10400,Roulottes (caravans) accommodation suggests rural setting with likely outdoor space and family visitors; may have trees but less certain than dedicated treehouse venues.
288,La Noctambulle Cathédrale,treehouse_hotel,A,6.0,8.40,contact@noctambulle.fr,,https://www.noctambulle-reims.fr,,,"Comfort gîte with treehouse archetype suggests some outdoor appeal and trees, but positioning as accommodation rather than activity venue may limit enthusiasm for a $5k installation; still reasonable fit."
289,La Noctambulle Forum,treehouse_hotel,A,6.0,8.40,contact@noctambulle.fr,,https://www.noctambulle-reims.fr,,,"Treehouse-categorized chalet tourism venue likely has trees and established infrastructure, but minimal description limits confidence in budget and outdoor activity focus."
290,Gîte de la Giroterie,treehouse_hotel,A,6.0,8.40,gitedelagiroterie@gmail.com,,,,,Rural chalet name implies established property with outdoor grounds; probable trees. Moderate family appeal and small operator budget cap fit.
291,Gîte Saint-Maulvis,treehouse_hotel,A,6.0,8.40,contact@gitesaintmaulvis.nl,,https://www.gitesaintmaulvis.fr/,,,Rural gîte with saint-referenced name suggests established rural property with trees and family appeal. Operator budget for premium features unclear.
292,Colombe du Pays d'Auge,treehouse_hotel,A,6.0,8.40,bonjour@colombedupaysdauge.fr,,https://www.colombedupaysdauge.fr/fr,,,Rural chalet in Pays d'Auge (Normandy orchard region) implies pastoral setting with mature trees. Family appeal and operator budget moderate.
293,Arboretum des Grandes Bruyères,garden_arboretum,C,8.0,8.00,contact@arboretumdesgrandesbruyeres.org,+33 2 38 57 28 24,https://www.arboretumdesgrandesbruyeres.fr/,Ingrannes,45450,Large 14-hectare arboretum with 7000 trees clearly offers mature anchoring points and strong family/education audience; tourism attraction positioning suggests discretionary budget and operational control.
294,Château de Fère,wedding_venue,C,8.0,8.00,reception@chateaudefere.com,+33 3 23 82 21 13,https://chateaudefere.com/,,,"5-star Château de Fère represents premium positioning with high budget, likely substantial grounds, and mature trees. Strong event venue reputation could attract diverse clientele including families; main advantage is budget and infrastructure, weakness is adult-event primary focus."
295,Domaine des Fontenelles,wedding_venue,C,8.0,8.00,contact@ledomainedesfontenelles.com,+33 7 88 40 63 43,https://ledomainedesfontenelles.com/evenements-particuliers.php,Les Mesnuls,78490,Farmland-tagged events venue with 'Fontenelles' suggests rural setting and likely mature trees; agricultural operators often embrace active outdoor features and have land-control longevity.
296,École Montessori Les Galopins,montessori_school,B,6.0,7.20,ce.0772888W@ac-creteil.fr,+33 677774047,,,,"Private Montessori school targets families and outdoor play; likely has on-site grounds with trees and budget capability, but schools often restrict non-educational installations and may lack climbing/adventure positioning."
297,École maternelle privée Montessori Evolutive Palaiseau,montessori_school,B,6.0,7.20,contact@emepalaiseau.org,+33 169539340,,,,"Private Montessori schools often have outdoor grounds and serve families who value active play, but their budget is typically tied to education rather than discretionary activity add-ons."
298,École primaire privée Bilingue Montessori NLC 78,montessori_school,B,6.0,7.20,administration@nlc78.eu,+33 650878357,,,,"Private Montessori school with likely outdoor play areas and families-first ethos; budget uncertain but private schools sometimes fund enrichment activities. No explicit tree/green space data, but schools often have grounds."
299,École élémentaire privée montessori academy,montessori_school,B,6.0,7.20,cecile@montessoriacademy.fr,+33 681677903,,,,Private elementary Montessori school with outdoor focus and family audience; potential for activity installations but budget and land control unclear.
